a̱o,departamento,provincia,municipio,nivel,vuelta,coalicion,partido_lider,partido,siglas,votos
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,NAGUA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"8,791"
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,NAGUA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,NAGUA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,"1,785"
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,NAGUA,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"5,364"
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,NAGUA,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,260
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,NAGUA,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,50
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,NAGUA,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,47
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,NAGUA,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,31
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,NAGUA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"8,791"
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,NAGUA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,NAGUA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,"1,785"
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,NAGUA,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"5,364"
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,NAGUA,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,260
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,RIO SAN JUAN,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,6
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,RIO SAN JUAN,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,RIO SAN JUAN,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,3
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,RIO SAN JUAN,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"1,951"
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,RIO SAN JUAN,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,RIO SAN JUAN,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,"2,851"
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,RIO SAN JUAN,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,352"
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,RIO SAN JUAN,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,RIO SAN JUAN,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,6
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,RIO SAN JUAN,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,RIO SAN JUAN,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,NA
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,RIO SAN JUAN,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"1,876"
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,RIO SAN JUAN,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,RIO SAN JUAN,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,"2,854"
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,RIO SAN JUAN,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,344"
1962,LA VEGA,PROVINCIA MARIA TRINIDAD SANCHEZ,RIO SAN JUAN,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,LA VEGA,PROVINCIA SALCEDO,SALCEDO,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,56
1962,LA VEGA,PROVINCIA SALCEDO,SALCEDO,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,LA VEGA,PROVINCIA SALCEDO,SALCEDO,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,35
1962,LA VEGA,PROVINCIA SALCEDO,SALCEDO,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"8,503"
1962,LA VEGA,PROVINCIA SALCEDO,SALCEDO,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,LA VEGA,PROVINCIA SALCEDO,SALCEDO,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,"3,060"
1962,LA VEGA,PROVINCIA SALCEDO,SALCEDO,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"7,070"
1962,LA VEGA,PROVINCIA SALCEDO,SALCEDO,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,LA VEGA,PROVINCIA SALCEDO,SALCEDO,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,56
1962,LA VEGA,PROVINCIA SALCEDO,SALCEDO,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,LA VEGA,PROVINCIA SALCEDO,SALCEDO,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,35
1962,LA VEGA,PROVINCIA SALCEDO,SALCEDO,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"8,418"
1962,LA VEGA,PROVINCIA SALCEDO,SALCEDO,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,LA VEGA,PROVINCIA SALCEDO,SALCEDO,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,"3,063"
1962,LA VEGA,PROVINCIA SALCEDO,SALCEDO,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"7,070"
1962,LA VEGA,PROVINCIA SALCEDO,SALCEDO,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,298
1962,LA VEGA,PROVINCIA SALCEDO,TENARES,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,14
1962,LA VEGA,PROVINCIA SALCEDO,TENARES,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,LA VEGA,PROVINCIA SALCEDO,TENARES,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,14
1962,LA VEGA,PROVINCIA SALCEDO,TENARES,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"4,446"
1962,LA VEGA,PROVINCIA SALCEDO,TENARES,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,LA VEGA,PROVINCIA SALCEDO,TENARES,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,209
1962,LA VEGA,PROVINCIA SALCEDO,TENARES,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,915"
1962,LA VEGA,PROVINCIA SALCEDO,TENARES,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,LA VEGA,PROVINCIA SALCEDO,TENARES,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,14
1962,LA VEGA,PROVINCIA SALCEDO,TENARES,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,15
1962,LA VEGA,PROVINCIA SALCEDO,TENARES,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,14
1962,LA VEGA,PROVINCIA SALCEDO,TENARES,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"4,346"
1962,LA VEGA,PROVINCIA SALCEDO,TENARES,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,LA VEGA,PROVINCIA SALCEDO,TENARES,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,209
1962,LA VEGA,PROVINCIA SALCEDO,TENARES,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,915"
1962,LA VEGA,PROVINCIA SALCEDO,TENARES,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,85
1962,LA VEGA,PROVINCIA SAMANA,SAMANA,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,86
1962,LA VEGA,PROVINCIA SAMANA,SAMANA,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,LA VEGA,PROVINCIA SAMANA,SAMANA,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,19
1962,LA VEGA,PROVINCIA SAMANA,SAMANA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"5,602"
1962,LA VEGA,PROVINCIA SAMANA,SAMANA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,LA VEGA,PROVINCIA SAMANA,SAMANA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,"1,001"
1962,LA VEGA,PROVINCIA SAMANA,SAMANA,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,178"
1962,LA VEGA,PROVINCIA SAMANA,SAMANA,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,LA VEGA,PROVINCIA SAMANA,SAMANA,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,86
1962,LA VEGA,PROVINCIA SAMANA,SAMANA,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,LA VEGA,PROVINCIA SAMANA,SAMANA,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,19
1962,LA VEGA,PROVINCIA SAMANA,SAMANA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"5,602"
1962,LA VEGA,PROVINCIA SAMANA,SAMANA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,LA VEGA,PROVINCIA SAMANA,SAMANA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,"1,001"
1962,LA VEGA,PROVINCIA SAMANA,SAMANA,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,178"
1962,LA VEGA,PROVINCIA SAMANA,SAMANA,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,LA VEGA,PROVINCIA SAMANA,SANCHEZ,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,4
1962,LA VEGA,PROVINCIA SAMANA,SANCHEZ,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,LA VEGA,PROVINCIA SAMANA,SANCHEZ,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,8
1962,LA VEGA,PROVINCIA SAMANA,SANCHEZ,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"4,728"
1962,LA VEGA,PROVINCIA SAMANA,SANCHEZ,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,LA VEGA,PROVINCIA SAMANA,SANCHEZ,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,184
1962,LA VEGA,PROVINCIA SAMANA,SANCHEZ,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,124"
1962,LA VEGA,PROVINCIA SAMANA,SANCHEZ,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,LA VEGA,PROVINCIA SAMANA,SANCHEZ,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,4
1962,LA VEGA,PROVINCIA SAMANA,SANCHEZ,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,LA VEGA,PROVINCIA SAMANA,SANCHEZ,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,8
1962,LA VEGA,PROVINCIA SAMANA,SANCHEZ,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"4,728"
1962,LA VEGA,PROVINCIA SAMANA,SANCHEZ,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,LA VEGA,PROVINCIA SAMANA,SANCHEZ,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,184
1962,LA VEGA,PROVINCIA SAMANA,SANCHEZ,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,124"
1962,LA VEGA,PROVINCIA SAMANA,SANCHEZ,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,LA VEGA,SANCHEZ RAMIREZ,CEVICOS,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,58
1962,LA VEGA,SANCHEZ RAMIREZ,CEVICOS,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,11
1962,LA VEGA,SANCHEZ RAMIREZ,CEVICOS,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,7
1962,LA VEGA,SANCHEZ RAMIREZ,CEVICOS,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"4,410"
1962,LA VEGA,SANCHEZ RAMIREZ,CEVICOS,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,LA VEGA,SANCHEZ RAMIREZ,CEVICOS,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,150
1962,LA VEGA,SANCHEZ RAMIREZ,CEVICOS,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,378"
1962,LA VEGA,SANCHEZ RAMIREZ,CEVICOS,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,LA VEGA,SANCHEZ RAMIREZ,CEVICOS,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,58
1962,LA VEGA,SANCHEZ RAMIREZ,CEVICOS,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,11
1962,LA VEGA,SANCHEZ RAMIREZ,CEVICOS,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,7
1962,LA VEGA,SANCHEZ RAMIREZ,CEVICOS,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"4,410"
1962,LA VEGA,SANCHEZ RAMIREZ,CEVICOS,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,LA VEGA,SANCHEZ RAMIREZ,CEVICOS,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,150
1962,LA VEGA,SANCHEZ RAMIREZ,CEVICOS,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,378"
1962,LA VEGA,SANCHEZ RAMIREZ,CEVICOS,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,LA VEGA,SANCHEZ RAMIREZ,COTUI,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,361
1962,LA VEGA,SANCHEZ RAMIREZ,COTUI,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,55
1962,LA VEGA,SANCHEZ RAMIREZ,COTUI,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,41
1962,LA VEGA,SANCHEZ RAMIREZ,COTUI,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"12,808"
1962,LA VEGA,SANCHEZ RAMIREZ,COTUI,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,LA VEGA,SANCHEZ RAMIREZ,COTUI,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,"1,586"
1962,LA VEGA,SANCHEZ RAMIREZ,COTUI,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"4,832"
1962,LA VEGA,SANCHEZ RAMIREZ,COTUI,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,307
1962,LA VEGA,SANCHEZ RAMIREZ,COTUI,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,361
1962,LA VEGA,SANCHEZ RAMIREZ,COTUI,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,52
1962,LA VEGA,SANCHEZ RAMIREZ,COTUI,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,47
1962,LA VEGA,SANCHEZ RAMIREZ,COTUI,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"12,614"
1962,LA VEGA,SANCHEZ RAMIREZ,COTUI,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,LA VEGA,SANCHEZ RAMIREZ,COTUI,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,"1,586"
1962,LA VEGA,SANCHEZ RAMIREZ,COTUI,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"4,768"
1962,LA VEGA,SANCHEZ RAMIREZ,COTUI,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,398
1962,LA VEGA,SANCHEZ RAMIREZ,FANTINO,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,17
1962,LA VEGA,SANCHEZ RAMIREZ,FANTINO,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,3
1962,LA VEGA,SANCHEZ RAMIREZ,FANTINO,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,15
1962,LA VEGA,SANCHEZ RAMIREZ,FANTINO,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"2,039"
1962,LA VEGA,SANCHEZ RAMIREZ,FANTINO,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,LA VEGA,SANCHEZ RAMIREZ,FANTINO,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,"1,041"
1962,LA VEGA,SANCHEZ RAMIREZ,FANTINO,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,457
1962,LA VEGA,SANCHEZ RAMIREZ,FANTINO,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,183
1962,LA VEGA,SANCHEZ RAMIREZ,FANTINO,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,2
1962,LA VEGA,SANCHEZ RAMIREZ,FANTINO,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,17
1962,LA VEGA,SANCHEZ RAMIREZ,FANTINO,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,15
1962,LA VEGA,SANCHEZ RAMIREZ,FANTINO,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"1,920"
1962,LA VEGA,SANCHEZ RAMIREZ,FANTINO,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,LA VEGA,SANCHEZ RAMIREZ,FANTINO,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,"1,126"
1962,LA VEGA,SANCHEZ RAMIREZ,FANTINO,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,450
1962,LA VEGA,SANCHEZ RAMIREZ,FANTINO,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,181
1962,PERAVIA,PROVINCIA AZUA,AZUA,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,238
1962,PERAVIA,PROVINCIA AZUA,AZUA,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,74
1962,PERAVIA,PROVINCIA AZUA,AZUA,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,865
1962,PERAVIA,PROVINCIA AZUA,AZUA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"9,126"
1962,PERAVIA,PROVINCIA AZUA,AZUA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,320
1962,PERAVIA,PROVINCIA AZUA,AZUA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,718
1962,PERAVIA,PROVINCIA AZUA,AZUA,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"4,671"
1962,PERAVIA,PROVINCIA AZUA,AZUA,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,346
1962,PERAVIA,PROVINCIA AZUA,AZUA,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,253
1962,PERAVIA,PROVINCIA AZUA,AZUA,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,73
1962,PERAVIA,PROVINCIA AZUA,AZUA,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,874
1962,PERAVIA,PROVINCIA AZUA,AZUA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"8,929"
1962,PERAVIA,PROVINCIA AZUA,AZUA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,319
1962,PERAVIA,PROVINCIA AZUA,AZUA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,925
1962,PERAVIA,PROVINCIA AZUA,AZUA,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"4,580"
1962,PERAVIA,PROVINCIA AZUA,AZUA,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,356
1962,PERAVIA,PROVINCIA AZUA,PADRE LAS CASAS,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,120
1962,PERAVIA,PROVINCIA AZUA,PADRE LAS CASAS,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,37
1962,PERAVIA,PROVINCIA AZUA,PADRE LAS CASAS,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,"2,420"
1962,PERAVIA,PROVINCIA AZUA,PADRE LAS CASAS,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"1,924"
1962,PERAVIA,PROVINCIA AZUA,PADRE LAS CASAS,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,83
1962,PERAVIA,PROVINCIA AZUA,PADRE LAS CASAS,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,68
1962,PERAVIA,PROVINCIA AZUA,PADRE LAS CASAS,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,562
1962,PERAVIA,PROVINCIA AZUA,PADRE LAS CASAS,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,62
1962,PERAVIA,PROVINCIA AZUA,PADRE LAS CASAS,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,120
1962,PERAVIA,PROVINCIA AZUA,PADRE LAS CASAS,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,37
1962,PERAVIA,PROVINCIA AZUA,PADRE LAS CASAS,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,"2,420"
1962,PERAVIA,PROVINCIA AZUA,PADRE LAS CASAS,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"1,924"
1962,PERAVIA,PROVINCIA AZUA,PADRE LAS CASAS,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,83
